Id,SalePrice
1461,119886.39204479964
1462,159073.47917051084
1463,186566.34290061909
1464,195430.46606450286
1465,192814.35986208502
1466,173065.08707151844
1467,175880.4173432594
1468,163613.1570276132
1469,184399.11912627923
1470,122902.90874229418
1471,194640.9054118639
1472,95325.7384021212
1473,95322.16310278863
1474,146939.0592144125
1475,113529.34697686549
1476,379923.41198594566
1477,250375.31131510224
1478,284320.6290721267
1479,282982.4239249654
1480,500782.0886408447
1481,314787.86408366356
1482,206538.2784674808
1483,180008.13136146017
1484,164602.78281403743
1485,183636.9377097573
1486,196330.29731754158
1487,338797.6434513344
1488,227877.47408100477
1489,199113.94632360688
1490,236279.3266694484
1491,194030.056802436
1492,91684.82286639603
1493,176940.7227342769
1494,295445.65008657705
1495,288863.3143552934
1496,239458.781814967
1497,181560.26786714938
1498,165220.1720927655
1499,159132.67401969372
1500,155203.51431640613
1501,176033.33612038556
1502,143396.311428157
1503,292206.0696975487
1504,238567.54425816194
1505,225482.30893662715
1506,185230.61600122563
1507,252873.91534080802
1508,200015.3906005615
1509,160012.11157228344
1510,145730.34547990758
1511,151296.53132110042
1512,173540.6346017677
1513,142306.6202531661
1514,156422.89121810143
1515,198481.63173907128
1516,152199.2047367579
1517,164516.99789013926
1518,130845.68767428791
1519,219719.8756466138
1520,130795.96119866565
1521,135389.1467430774
1522,174029.60147548723
1523,111742.47178435899
1524,125128.38752340546
1525,122548.99370675074
1526,111198.39244550101
1527,102843.10194754979
1528,133254.58051388926
1529,150118.68772245164
1530,173244.6011142447
1531,104089.16724064197
1532,95431.57196133627
1533,148236.15577106303
1534,126664.77843985605
1535,151952.23007654437
1536,106863.16425289093
1537,59305.23658764131
1538,148586.06152848943
1539,189036.5541677257
1540,94401.0957017531
1541,143072.1710551587
1542,141975.3893288718
1543,202324.5365267279
1544,82518.16810498101
1545,109177.36697259633
1546,131826.5091653503
1547,136594.55637717593
1548,138321.57542615934
1549,114737.98843461175
1550,135875.35113619227
1551,109642.49184824989
1552,134178.88403955268
1553,153008.17453294515
1554,112190.47139203426
1555,164139.11309456537
1556,82401.21306658856
1557,108671.04257440845
1558,98833.34119712442
1559,70464.540447575
1560,131473.93502886774
1561,132948.78947690933
1562,129453.69825318706
1563,119805.00699000212
1564,161762.39133608883
1565,147673.97500583058
1566,236009.85478879418
1567,74967.60422383231
1568,234802.95329741584
1569,134133.9355416852
1570,135649.2127158704
1571,120876.67638613578
1572,146676.4523333329
1573,246754.27031616893
1574,114413.48047644316
1575,220523.46297282606
1576,245873.8046036344
1577,187812.62621677088
1578,144122.68873591197
1579,147331.2857896356
1580,193208.43133369516
1581,152304.35690999313
1582,124067.2182685082
1583,308064.2801871034
1584,222580.47638148614
1585,140093.07142588112
1586,68379.67249402514
1587,100249.44394619492
1588,149534.90539988628
1589,101176.54693662752
1590,134853.00752833113
1591,94647.90177646435
1592,120983.79474583788
1593,123740.38777401076
1594,131946.36449374026
1595,106302.11283651913
1596,234088.06694319396
1597,191091.346517068
1598,215047.0431230621
1599,165658.41660476502
1600,165297.8032681091
1601,64212.38853702279
1602,113462.6271055494
1603,79538.22609773299
1604,263831.33717482834
1605,240495.33326673426
1606,167117.15076856647
1607,169578.00461585505
1608,217613.80347203327
1609,186580.6674108106
1610,150154.34434922255
1611,138433.07093420354
1612,170770.93805499154
1613,165634.11306520953
1614,123926.74914631342
1615,88449.2917052191
1616,74675.07696284264
1617,90995.78810980354
1618,125578.08110395592
1619,141442.04074540263
1620,152599.04095998284
1621,139659.39813548533
1622,138605.01727422728
1623,259251.72855978887
1624,214907.4480018298
1625,120222.70681033477
1626,163425.86537221583
1627,193723.2793765264
1628,273459.6834732189
1629,178033.7479886694
1630,364781.6521155666
1631,221634.47677226065
1632,240245.51883075864
1633,168043.1552885693
1634,186053.8918606625
1635,176806.99941035605
1636,152929.02873426455
1637,204201.683986452
1638,183037.8165111017
1639,183673.88896273606
1640,259066.81506930568
1641,176912.31193905318
1642,234582.8841411284
1643,216767.1489296613
1644,230780.24416579487
1645,200752.9443329706
1646,157277.35209155455
1647,156316.0567316958
1648,129689.00013536817
1649,139065.63645454196
1650,112983.37700358026
1651,121136.36021343619
1652,96783.76658716884
1653,97975.60581289233
1654,145157.98284381707
1655,140307.73590676888
1656,142014.92089712818
1657,146920.00029200735
1658,143791.18531678058
1659,119681.54229950826
1660,154384.58757384634
1661,459541.1593527151
1662,396235.462518287
1663,388979.0102109117
1664,484160.4060595884
1665,312280.08655131026
1666,323178.71135811065
1667,378282.8127044452
1668,346860.3617843711
1669,297356.6311889657
1670,349359.20519352885
1671,261500.07266820618
1672,439482.5968188917
1673,292784.21504087077
1674,239740.6920834212
1675,195331.8689663292
1676,195459.52432786295
1677,221346.34953239976
1678,475121.6416884724
1679,390927.84526768944
1680,346891.4178968961
1681,249926.03698483313
1682,302097.9674862777
1683,181382.35435883407
1684,171796.95021573867
1685,171847.13642866258
1686,167933.03151447396
1687,166757.01183297724
1688,191412.91974366587
1689,193648.37960323578
1690,194385.61127630947
1691,181932.3707613422
1692,258490.63257754117
1693,166252.3795599242
1694,181892.6045588761
1695,162668.17639513704
1696,273368.6628597526
1697,166461.8953191891
1698,358896.3975993753
1699,316703.6537233198
1700,251424.97885814816
1701,267986.3410846692
1702,246713.30735350522
1703,243691.90026094674
1704,279621.8619888014
1705,232970.64486085848
1706,436414.7082844236
1707,215638.48309499322
1708,206891.4904728781
1709,270059.43899260013
1710,219475.3215805462
1711,267613.04094689974
