Id,SalePrice
1461,122093.86609161904
1462,163325.93958822795
1463,184748.04713752575
1464,184812.32702164966
1465,185190.56264228927
1466,172390.14041965583
1467,164954.16151300087
1468,164308.80626387213
1469,191963.80645434558
1470,127375.55210379012
1471,197974.29166702283
1472,96224.72725604757
1473,97057.87550577133
1474,157209.60486755765
1475,133673.7576312632
1476,436849.85446523223
1477,281379.3315981029
1478,313390.4693321604
1479,244567.02535302046
1480,480235.28316959937
1481,335100.3919603142
1482,211155.58237737764
1483,161053.84051020828
1484,173938.1189397158
1485,175388.4238960262
1486,190657.3797513002
1487,366153.2110562032
1488,234987.90644194264
1489,206509.83336326727
1490,233831.77060238973
1491,189676.2901161274
1492,87003.65111671519
1493,197613.67217875135
1494,297270.71894507954
1495,288574.1204170335
1496,243414.03014416437
1497,177200.5378496753
1498,167871.9449790863
1499,162355.24311977925
1500,145713.87571296564
1501,173423.04194046985
1502,154017.8048100094
1503,301007.46191333566
1504,232147.20259698146
1505,223894.98570964774
1506,185985.84386257528
1507,235169.10401518756
1508,190082.89386194176
1509,159977.48660025763
1510,147166.51094188602
1511,141861.27983493454
1512,174367.34985114037
1513,155293.4483664312
1514,165545.548068986
1515,196907.57844275222
1516,164469.9019233735
1517,160532.0675565308
1518,140775.36100451002
1519,228541.4945426202
1520,135668.92109899185
1521,135096.79998286488
1522,173542.8115150227
1523,111872.99673303038
1524,120492.72372213869
1525,125085.65018856752
1526,121455.07164848979
1527,107129.97341684661
1528,134943.52306725373
1529,148012.94908684187
1530,180085.90437714543
1531,99864.48432281023
1532,100341.33909881843
1533,148372.17705593666
1534,122358.07185154081
1535,152230.73025721213
1536,110552.0772857726
1537,72331.7235455664
1538,187638.34154966834
1539,203926.51692659134
1540,90131.58963481909
1541,137558.0883943089
1542,137436.49632925724
1543,226086.0417077812
1544,76725.97004422612
1545,114183.14522370671
1546,130266.45265254685
1547,134220.9813772107
1548,138022.6025845474
1549,116129.98958114372
1550,145666.59134813535
1551,118351.21820277782
1552,139491.17262034767
1553,161673.64492250947
1554,113716.21944289948
1555,170952.01446201824
1556,78699.63871454338
1557,111755.40151586806
1558,92678.52989797371
1559,69670.70788050942
1560,139929.7766321446
1561,127499.87533794706
1562,130306.32231111411
1563,122963.06482001093
1564,152914.26991919623
1565,153125.91572889587
1566,232663.46445597854
1567,69604.62781693695
1568,215968.184226281
1569,140987.66515876193
1570,133444.14587602147
1571,124332.87673294886
1572,149017.39423548753
1573,279895.9049888185
1574,110284.56401958365
1575,225854.8147411522
1576,224865.47169725213
1577,193259.84768332643
1578,154650.3822793644
1579,144459.8228349262
1580,191356.15471541058
1581,156298.75536176312
1582,126470.6731536125
1583,333428.824319192
1584,226914.7680194918
1585,141863.2457800156
1586,82569.8362568703
1587,91255.72657254356
1588,155141.75626814118
1589,91911.55311234864
1590,134843.34619188722
1591,97408.04175752605
1592,121090.47323524134
1593,135034.80693956531
1594,134141.33210742424
1595,107186.29483683949
1596,245646.72130481526
1597,193639.01761850715
1598,211103.2101425426
1599,187435.9013238251
1600,184270.63334613462
1601,76334.70271476916
1602,111580.34800008206
1603,73868.29452333231
1604,281007.7654780757
1605,244856.7343651523
1606,164961.9977428796
1607,173768.84337826402
1608,215757.56548208353
1609,192459.41413158702
1610,147515.34080865217
1611,142624.62248480535
1612,173035.28021261515
1613,160871.69869659207
1614,126032.58371766415
1615,88298.50507287733
1616,63280.458952088535
1617,94486.65206299188
1618,126132.24574057212
1619,142832.92182214372
1620,154435.91503720763
1621,131286.31370258625
1622,148346.10916068126
1623,294622.0813178713
1624,214833.11727297943
1625,131043.09525363983
1626,172026.01444256253
1627,185682.0604569386
1628,273490.4182368877
1629,178688.7292309069
1630,403788.2256209363
1631,224986.63183392028
1632,249460.0116310867
1633,171216.14748062872
1634,184874.34693035256
1635,180733.14365219884
1636,152173.16519440393
1637,183299.94074229544
1638,203199.291285855
1639,180326.3911970442
1640,244633.9465463549
1641,179294.41011624318
1642,223043.74629541914
1643,217074.16331335274
1644,223472.91912750385
1645,188128.6818150828
1646,156623.6780303577
1647,165451.1779758835
1648,132353.05442821162
1649,139278.9427447725
1650,118923.20094474053
1651,127907.32006627202
1652,98506.90856546129
1653,96802.79159338855
1654,151253.0340354757
1655,145808.77343355695
1656,149143.28747189027
1657,152861.5367464842
1658,146668.34165280644
1659,143569.93723627963
1660,151358.5233867798
1661,442761.63140547794
1662,454713.2662287685
1663,402847.86607186653
1664,377938.1021282869
1665,325889.1832190594
1666,298364.88147039653
1667,352326.5969421341
1668,341034.5063039849
1669,308070.9130373063
1670,370311.0679710406
1671,253448.15648062807
1672,459181.4839608644
1673,294306.9186109501
1674,246179.37607549955
1675,181518.08479716408
1676,185011.1807164407
1677,216125.35440591208
1678,463553.34551740455
1679,395219.17627399706
1680,329241.74632927094
1681,263892.3801037524
1682,301025.4356425054
1683,177319.5551092949
1684,171606.1294414189
1685,168289.22752957817
1686,170003.94785240505
1687,166891.18500632478
1688,180940.77735594803
1689,187699.78971760225
1690,185994.80528462498
1691,179116.11878178307
1692,279007.38127548416
1693,164883.34013231331
1694,183577.9254596112
1695,166032.3595017791
1696,278968.037563825
1697,168666.120801324
1698,370536.04947523563
1699,333419.33260214666
1700,246300.46984099888
1701,258378.88972701732
1702,261047.49423371025
1703,243025.5138184238
1704,289845.62541956705
1705,232807.18776853845
1706,439759.77376081963
1707,224563.63315455467
1708,207197.4431035444
1709,315331.70115075825
1710,219793.66730402617
1711,256361.5003960128
1712,238545.68844531244
1713,264024.8436707011
1714,220462.39706784606
1715,210469.30369065746
1716,176811.76096593734
1717,174966.0100576865
1718,133233.6526851363
1719,198749.6431573776
1720,244716.79296049493
1721,170805.6495321699
1722,130155.47846550001
1723,156891.0088900334
1724,213427.05653516293
1725,246902.2192501867
1726,183947.9762252026
1727,151002.0228917334
1728,174068.0847680239
1729,165599.19482351688
1730,169645.22544816145
1731,122474.31531432254
1732,134248.99298211347
1733,119364.09191147813
1734,116622.12535783942
1735,136973.10187724355
1736,118156.18158610754
1737,334000.8933606361
1738,213285.54440152194
1739,282140.8751102505
1740,215361.0516324928
1741,190361.00413264814
1742,172922.18148227758
1743,171174.56062922496
1744,303381.2029873691
1745,218086.3712616877
1746,217641.38825904354
1747,220400.40421340405
1748,226912.23268430526
1749,151981.61123619342
1750,131764.70014236876
1751,242951.55800207207
1752,123830.2696525881
1753,150446.71018451123
1754,207514.27562376487
1755,162868.61200664574
1756,130369.48653618564
1757,121815.3758073047
1758,144938.86132910685
1759,159646.33190663139
1760,165898.04010758363
1761,148944.0294289891
1762,172394.2803351
1763,174981.8442186694
1764,114135.65120490894
1765,182762.70090324018
1766,180378.1437600468
1767,222408.39328519613
1768,150448.06558103234
1769,175114.4156269659
1770,151934.74576125134
1771,138202.76506229318
1772,145897.69565519955
1773,129904.3609469877
1774,117821.0559048291
1775,137920.57827833164
1776,122839.3865809659
1777,111064.29784655359
1778,147015.49403213174
1779,113251.78597377255
1780,173044.22158710475
1781,131183.36717901242
1782,100574.03211449148
1783,134065.24353159076
1784,102271.85393056412
1785,122795.16504279792
1786,158872.21697820633
1787,155925.0257305965
1788,55538.629190982465
1789,102075.60820447591
1790,84793.95117853195
1791,177115.84452557747
1792,159342.0398411464
1793,133169.1378564632
1794,148285.5071904225
1795,131542.46952959325
1796,122338.52634218328
1797,106714.04222391425
1798,126037.99190453114
1799,109115.86850486649
1800,145795.18249915738
1801,135551.9855719538
1802,140948.66777128592
1803,154169.3173850078
1804,141673.37937218996
1805,137852.5857909998
1806,113746.63388924488
1807,135552.69870485083
1808,130126.85916530223
1809,121497.888706721
1810,143867.53391914838
1811,93430.45785984208
1812,97259.8967504132
1813,119845.68396445709
1814,98922.54062269158
1815,52125.13467714871
1816,95647.38580533401
1817,106827.75020744305
1818,145965.556054457
1819,120888.04248511394
1820,41862.20012263774
1821,116512.16597306871
1822,144062.7120977825
1823,33081.0370929713
1824,137936.45399885834
1825,128140.94936107406
1826,99671.3051557134
1827,105315.65450944037
1828,140825.55724419196
1829,115043.7595748536
1830,138259.8830344803
1831,175681.91598436702
1832,69316.38235622931
1833,147560.94396199065
1834,119755.96257901502
1835,141665.04509385995
1836,122810.28256423259
1837,94065.80365226469
1838,126076.2293463699
1839,85802.3742206932
1840,163599.466744188
1841,145586.0463078306
1842,65995.15064073233
1843,137347.29805215055
1844,136641.7334931856
1845,144797.87903696878
1846,157175.9044752361
1847,156739.64556255806
1848,51566.35481073447
1849,128387.2558073755
1850,123086.85621040231
1851,153591.53551372956
1852,125505.51253116166
1853,133750.01529031558
1854,168696.7253420584
1855,132047.03981691966
1856,219253.88571959655
1857,153946.20796235977
1858,138579.5577561609
1859,125280.24105876515
1860,146529.173348728
1861,125280.24105876515
1862,305927.97930212773
1863,303463.26700994483
1864,303463.26700994483
1865,343594.4642869934
1866,349365.5433207192
1867,248011.06278951652
1868,310262.52909093373
